code_paiement;date_paiement;filiale;fournisseur;montant;type_paiement;statut;banque;numero_compte;beneficiaire;reference;notes
;28/01/2026;LE ROI DES CHANTIERS;IIMH SERVICES SARL;1.300.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;IIMH SERVICES SARL;;REGLEMENT MAIN D'ŒUVRE POUR LES TRAVAUX COMPLEMENTAIRES REALISES A  LA STATION AVORBAM IIMH/M MBELA ARMEL
;28/01/2026;LE ROI DES CHANTIERS;ETS HABZ;4.592.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ETS HABZ;;ACHAT MATERIEL POUR LA POURSUITE DES TRAVAUX DE LA BASE VIE D'ASSOCK NGOMO  ETS HABZ/M GUY ROGER/M THIBAUT MBAZELE
;28/01/2026;LE ROI DES CHANTIERS;PIRIG;4.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PIRIG;;REGLEMENT MAIN D'ŒUVRE TRAVAUX DE 2 CANOPYS A MAKONGONIO PIRIG/ M FONDJO ROGER
;29/01/2026;LE ROI DES CHANTIERS;SRBTP;1.511.850,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;ACHAT PETIT MATERIEL DE PLOMBERIE POUR LA STATION ASSOCK NGOMO MME FRIDA
;29/01/2026;LE ROI DES CHANTIERS;LES MATERIAUX REUNIS SA;10.561.716,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LES MATERIAUX REUNIS SA;;MAINTENANCE CAMIONS DE LA NGOUNIE ET WOLEU NTEM SUR LBV MME FRIDA
;29/01/2026;LE ROI DES CHANTIERS;BATIPLUS;3.598.160,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;FOURNITURE MATERIEL DE SOUDURE POUR LA STATION SERVICE D'ASSOCK NGOMO MME FRIDA
;29/01/2026;LE ROI DES CHANTIERS;GABON MECA;1.522.646,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GABON MECA;;FOURNITURE DE BUREAU DIRECTION GENERALE LRC MME FRIDA
;30/01/2026;LE ROI DES CHANTIERS;TOYOTA GABON;31.628.825,00;Virement;Validé;BGFI LRC;;TOYOTA GABON;;PROV ATD TOYOTA/ROI DES CHANTI
;04/02/2026;LE ROI DES CHANTIERS;MBIRA TRACKER;1.400.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MBIRA TRACKER;;INSTALLATION DE TRACEUR GPS SUR 70 CAMIONS DE LA FLOTTE PL LRC MBIRA TRACKER /MME NSA EDOU LYTH CORNELIA
;05/02/2026;LE ROI DES CHANTIERS;Entreprise Gabonaise des Ventes (EGV);117.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Entreprise Gabonaise des Ventes (EGV);;ACHAT CARREAUX MAISON PERCEPTEUR MALINGA  MME FRIDA NGALO
;06/02/2026;LE ROI DES CHANTIERS;GENELEC;489.090,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GENELEC;;ACHAT MATERIEL (cable alu torsade/cables aeriens torsades/connecteur kz/manchons/accessoires de raccordements) POUR REPARATION POTEAUX ELECTRIQUES A BESSIEUX  MME FRIDA NGALO
;06/02/2026;LE ROI DES CHANTIERS;BATIPLUS;508.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT COMPLEMENT DE MATERIEL POUR LES AUVANTS DE LA STATION AVORBAM MME FRIDA NGALO
;06/02/2026;LE ROI DES CHANTIERS;BATIPLUS;652.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;FOURNITURE MATERIEL POUR LES TRAVAUX DE CREPISSAGE DU MUR DE SOUTENEMENT DE LA STATION MAKOKOU MME FRIDA NGALO
;06/02/2026;LE ROI DES CHANTIERS;CRISTAL GABON;3.780.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CRISTAL GABON;;AVANCE 60%  POUR FABRICATION ET POSE BAIES VITREES  MAISON DU GERANT STATION MAKOKOU CRYSTAL GABON / M NZOUANGA BENJAMIN MICAEL
;06/02/2026;LE ROI DES CHANTIERS;CRISTAL GABON;7.200.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CRISTAL GABON;;AVANCE DE 60% POUR FABRICATION ET POSE BAIES VITREES STATION OKONDJA  CRYSTAL GABON / M NZOUANGA BENJAMIN MICAEL
;07/02/2026;LE ROI DES CHANTIERS;SCRS SARL;4.030.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SCRS SARL;;PAIEMENT 50% MAIN D'ŒUVRE POUR REALISATION DE LA SIGNALETIQUE STATION OKONDJA  SCRS SARL/M TARABAY FAYSAL
;07/02/2026;LE ROI DES CHANTIERS;BATIPLUS;11.891.250,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;FOURNITURE DE MATERIEL POUR LES TRAVAUX DE CARRELAGE/SOUDURE ET PLOMBERIE STATION OKONDJA  BATIPLUS/GELANY EQUIPE/MAISON ET MATERIAUX GABON / MME FRIDA NGALO
;07/02/2026;LE ROI DES CHANTIERS;Dominique BTP;801.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Dominique BTP;;REGLEMENT FACTURE POUR POSE CARRELAGE STATION SERVICE OKONDJA  DOMINIQUE BTP
;07/02/2026;LE ROI DES CHANTIERS;ESTHETIQUE MEUBLE;762.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ESTHETIQUE MEUBLE;;AVANCE 50 % POUR ACHAT MATERIEL DE MENUISERIE POUR FABRICATION PORTE DE TOILETTE ET COMPTOIR POUR LA STATION SERVICE D'OKONDJA  ESTHETIQUE MEUBLES
;09/02/2026;LE ROI DES CHANTIERS;GABON AUTOSUR;1.239.920,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GABON AUTOSUR;;PAIEMENT FRAIS DE RENOUVELLEMENT DES VISITES TECHNIQUES DES CAMIONS POIDS LOURDS DU ROI DES CHANTIERS  MME FRIDA NGALO
;10/02/2026;LE ROI DES CHANTIERS;BAMBA RASSOUL;2.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BAMBA RASSOUL;;AVANCE SUR SOLDE GLOBAL DE FACTURE POUR LES TRAVAUX SUR MALINGA  BAMBA RASSOUL/MME MONDAVWANDY YI REMBOGO LOIS
;10/02/2026;LE ROI DES CHANTIERS;HOTEL LAC BLEU;8.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;HOTEL LAC BLEU;;AVANCE SUR FACTURE FRAIS D'HEBERGMENT COLLABORATEURS MAROCAINS A L'HOTEL LAC BLEU  HOTEL LAC BLEU/ M BOUANDO MAPORO ALEX FREDDY
;10/02/2026;LE ROI DES CHANTIERS;Société Gabonaise de Sécurité Industrielle;2.273.239,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Société Gabonaise de Sécurité Industrielle;;FOURNITURE MATERIEL DE SECURITE ROUTIERE ( boites à pharmacie / triangle/calle metallique/bandes /exctincteurs) POUR LES CAMIONS DU PROJET GOC MME FRIDA
;10/02/2026;LE ROI DES CHANTIERS;2GM-Gabon Général Maintenance;3.300.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;2GM-Gabon Général Maintenance;;INSTALLATION DES KITS LIMITATEURS DE VITESSES SUR LES MOYENS ROULANTS  2GM/M MBOUMBA JONATHAN
;10/02/2026;LE ROI DES CHANTIERS;PME local;1.885.827,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PME local;;ACHAT PAVES POUR AIRE DE CIRCULATION PLATEAUX SPORTIF MANDJI PME LOCAL
;10/02/2026;LE ROI DES CHANTIERS;BATIPLUS;1.372.590,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL D'ELECTRICITE PLATEAU SPORTIF DE MANDJI MME FRIDA
;10/02/2026;LE ROI DES CHANTIERS;SB BOIS;6.378.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SB BOIS;;FOURNITURE CONTREPLAQUETS ET CORNICHES POUR LES TRAVAUX DE PLAFOND DES 10 LOGEMENTS DE MANDJI MME FRIDA
;10/02/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;427.091,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;ACHAT MATERIAUX POUR LA CUVE ET LA BAIE DE GRAISSAGE STATION MAKONGONIO MME FRIDA
;10/02/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;140.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;PAIEMENT FOURNITURE PAREFLAMMES DE LA CUVE STATION MAKONGONIO LGTI/ M ELVIS TEVIS KOUMAMOTO
;10/02/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;2.996.202,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;ACHAT MATERIAUX POUR LA BAIE DE GRAISSAGE STATION MAKONGONIO MME FRIDA
;10/02/2026;LE ROI DES CHANTIERS;PME local;4.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PME local;;ACHAT CIMENT POUR TRAVAUX DE  DALLAGE ENTREE STATION MAKOKOU PME LOCAL
;10/02/2026;LE ROI DES CHANTIERS;PIECES EQUIP'AUTO SA;3.198.720,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PIECES EQUIP'AUTO SA;;ACHATS DE PNEUS POUR REMPLACEMENT SUR 5 CAMIONS CANTERS TRANSPORTANT LE PERSONNEL D'OYEM PIECES EQUIP AUTO
;11/02/2026;LE ROI DES CHANTIERS;GELANY EQUIPE;2.405.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GELANY EQUIPE;;ACHAT MATERIEL POUR TRAVAUX DE COFFRAGE PK0 MME WORA
;11/02/2026;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;263.750,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;COMPLEMENT DE CARBURANT DU LK 675 AA AA POUR TRANSPORT MATERIEL DE LA STATION MAKONGONIO M MABICKA CHRIST
;17/02/2026;LE ROI DES CHANTIERS;LES MATERIAUX REUNIS SA;2.028.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LES MATERIAUX REUNIS SA;;ACHAT MATERIEL DE FERRONNERIE POUR LA STATION OKONDJA  MME FRIDA NGALO
;18/02/2026;LE ROI DES CHANTIERS;BATIPLUS;2.944.009,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL POUR L'ENTRETIEN DU CONCASSEUR DE LA CARRIERE D'ENDOME  MME FRIDA
;18/02/2026;LE ROI DES CHANTIERS;BRICORAMA;1.092.600,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BRICORAMA;;ACHAT MATERIEL DE PLOMBERIE RADIO 9 MME FRIDA
;18/02/2026;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;AVANCE SUR FACTURE POUR TRAVAUX DE CONSTRUCTIONS DIVERS  LEME CONSTRUCTIONS/ M MAMADOU FAYE
;18/02/2026;LE ROI DES CHANTIERS;OUSSEYNOU CONSTRUCTION;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;OUSSEYNOU CONSTRUCTION;;AVANCE SUR FACTURE POUR TRAVAUX DE CONSTRUCTIONS DIVERS  OUSSEYNOU CONSTRUCTIONS
;18/02/2026;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;AVANCE SUR FACTURE POUR TRAVAUX DE CONSTRUCTIONS DIVERS  CONSTRUCTIONS NOUVELLES HORIZONS / M LUWOMBO DIKAMBALA MERVEILLE
;19/02/2026;LE ROI DES CHANTIERS;DAVUM GABON SA;7.875.696,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;DAVUM GABON SA;;FOURNITURE MATERIEL ET ACCESSOIRES DE PEINTURE POUR LA STATION OKONDJA  MME FRIDA NGALO
;19/02/2026;LE ROI DES CHANTIERS;MEGADOR SARL;1.249.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MEGADOR SARL;;FOURNITURE DE 10M3 DE BETON POUR LES TRAVAUX DE COULAGE DES CANIVEAUX STATION AVORBAM MME WORA DORIS
;19/02/2026;LE ROI DES CHANTIERS;BATIPLUS;690.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT VERNIS ANTAC /CUVES  POUR ALIMENTATION GROUPE ELECTROGENE  RIO MME WORA DORIS
;19/02/2026;LE ROI DES CHANTIERS;MEGADOR SARL;1.249.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MEGADOR SARL;;FOURNITURE DE 10M3 DE BETON POUR LES TRAVAUX DE RIO  MME WORA DORIS
;19/02/2026;LE ROI DES CHANTIERS;ECG BTP CONSTRUCTION;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ECG BTP CONSTRUCTION;;AVANCE EXCEPTIONNEL SUR LES TRAVAUX DES VOIRIES OYEM  ECG BTP CONSTRUCTION/ M ONA BIYOGHE  ANTOINE
;19/02/2026;LE ROI DES CHANTIERS;ETABLISSEMENTS NZE;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ETABLISSEMENTS NZE;;SOLDE CHEQUE IMPAYE AFG N 0000631 ETABLISSEMENT NZE/ NZE FONGANG ARMAND
;19/02/2026;LE ROI DES CHANTIERS;HARIOM TRAVELS;22.458.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;HARIOM TRAVELS;;ACHAT DE 38 BILLETS D'AVIONS POUR LE DEPARTS DE  38 COLLABORATEURS MAROCAINS  HARIOM TRAVELS / M GHANDI CHIRAG ASHOKKUMAR
;20/02/2026;LE ROI DES CHANTIERS;CRISTAL GABON;690.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CRISTAL GABON;;FABRICATION ET POSE DE PORTES FENETRES A LA FRANCAISE /OKONDJA CRISTAL GABON /M NZOUANGA BENJAMIN MICAEL
;20/02/2026;LE ROI DES CHANTIERS;CRISTAL GABON;3.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CRISTAL GABON;;AVANCE SUR RELIQUAT FACTURE POUR POSE DES CLOISONS AVEC PORTES FENETRES COULISSANTES ET PORTES FRANCAISES OKONDJA  CRISTAL GABON /M NZOUANGA BENJAMIN MICAEL
;20/02/2026;LE ROI DES CHANTIERS;INNOVCOM;4.900.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;INNOVCOM;;AVANCE SUR RELIQUAT FACTURE POUR PRESTATION INNOV COM  OKONDJA  INNOV COM/ M DJEDJE KOFFI
;20/02/2026;LE ROI DES CHANTIERS;CEO METROLOGIE;3.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CEO METROLOGIE;;REGLEMENT  RELIQUAT FACTURE POUR TRAVAUX DE TUYAUTERIE HYDRAULIQUE SUR OKONDJA  CEO METROLOGIE/M KOUMAMOTOTO ELVIS STEVIS
;20/02/2026;LE ROI DES CHANTIERS;SCRS SARL;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SCRS SARL;;REGLEMENT  RELIQUAT FACTURE POUR TRAVAUX DE SIGNALETIQUE  SUR OKONDJA  SCRS SARL/ M TARABAY FAYSAL
;20/02/2026;LE ROI DES CHANTIERS;ASAPH ENERGY & SERVICES;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASAPH ENERGY & SERVICES;;AVANCE SUR RELIQUAT FACTURE POUR LES TRAVAUX D'ELECTRICITE SUR  OKONDJA  ASAPH/ M OLOOLO SAMUEL
;24/02/2026;LE ROI DES CHANTIERS;GELANY EQUIPE;860.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GELANY EQUIPE;;ACHAT DE 20 TREILLIS SOUDER POUR LES TRAVAUX PK0 MME FRIDA NGALO
;05/03/2026;LE ROI DES CHANTIERS;TOTAL ENERGIES MARKETING GABON;1.161.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;TOTAL ENERGIES MARKETING GABON;;ACHAT DE 2000 L DE CARBURANT POUR LES ENGINS DE OKONDJA STATION
;05/03/2026;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;6.007.136,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;TRAITEMENT DES NON CONFORMITE SUR LES ENGINS ET CAMIONS POUR LE PROJET GOC MBOUMBA ET AKONDO MME FRIDA
;05/03/2026;LE ROI DES CHANTIERS;CRISTAL GABON;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CRISTAL GABON;;FABRICATION DES PORTES ET FENETRES COULISSANTES POUR LA STATION DE MAKONGONIO CRISTAL GABON / M NZOUANGA MICAEL
;06/03/2026;LE ROI DES CHANTIERS;PEPE DECORS;1.579.130,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PEPE DECORS;;FOURNITURE PANNEAUX POUR LE PROJET GOC MBOUMBA ET AKONDO MME FRIDA NGALO
;06/03/2026;LE ROI DES CHANTIERS;3D DEVELOPPEMENT;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;3D DEVELOPPEMENT;;DEPOT SUR LE COMPTE DU FOURNISSEUR 3D DEVELOPPEMENT  MME DANNA
;06/03/2026;LE ROI DES CHANTIERS;ENTREPRISE DANSOKO;1.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ENTREPRISE DANSOKO;;REGLEMENT FACTURE POUR FOURNITURE 10  BANCS PUBLICS PK0 ETS DANSOKO
;07/03/2026;LE ROI DES CHANTIERS;ELITE PROTECTION SECURITE;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ELITE PROTECTION SECURITE;;PAIEMENT FACTURE SOCIETE ELITE PROTECTION SECURITE  DEC ET JANVIER  ELITE PROTECTION / M EYI ONDO FREDY
;07/03/2026;LE ROI DES CHANTIERS;SSPG;7.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SSPG;;PAIEMENT FACTURE SSPG  DEC ET JANVIER  SSPG/MME OYANE MVE CAROLE
;07/03/2026;LE ROI DES CHANTIERS;DMT SECURITY and SERVICES;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;DMT SECURITY and SERVICES;;DEPOT SUR COMPTE DEUXIEME AVANCE SUR FACTURE DE SECURITE DMT SECURITY AND SERVICES  DMT /M DEO
;09/03/2026;LE ROI DES CHANTIERS;HYDROTECH SERVICES;1.750.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;HYDROTECH SERVICES;;REGLEMENT PRESTATAIRE POUR TRAVAUX D'INSTALLATION DE LA BAIE DE GRAISSAGE STATION MAKOKOU HYDROTECH SERVICES/ M NGABIKOUMOU MANDIANGA ROCK ANDRELA
;09/03/2026;LE ROI DES CHANTIERS;HYDROTECH SERVICES;1.300.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;HYDROTECH SERVICES;;REGLEMENT RELIQUAT FACTURE POUR TRAVAUX DE TUYAUTERIE STATION MAKOKOU HYDROTECH SERVICES/ M NGABIKOUMOU MANDIANGA ROCK ANDRELA
;09/03/2026;LE ROI DES CHANTIERS;ASHLEY BTP;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASHLEY BTP;;ACOMPTE SUR FACTURES  M ERIC MUNDUNMILI
;10/03/2026;LE ROI DES CHANTIERS;SODIM TP;5.739.717,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SODIM TP;;REPARATION ET ACHAT DE PNEUS POUR   03 CANTERS DU WOLEU NTEM MME FRIDA NGALO
;14/11/2023;PREMIUM MOTORS;CFAO Comptoir Francais De L'Afrique Occidentale;24.000.000,00;Virement;Validé;BGFI PM;;CFAO Comptoir Francais De L'Afrique Occidentale;;VIR.EMIS  CFAO MOTORS GABON
;27/12/2023;PREMIUM MOTORS;TOYOTA GABON;63.000.003,00;Virement;Validé;AFG PM;;TOYOTA GABON;;TRANSFERT COMPTE A COMPTE O/ PREMIUM MOTORS F/ SOCIETE TOYOTA GABON - ACHAT VEHICULE 
;05/01/2024;PREMIUM MOTORS;CFAO Comptoir Francais De L'Afrique Occidentale;77.800.000,00;Virement;Validé;AFG PM;;CFAO Comptoir Francais De L'Afrique Occidentale;;TRANSFERT COMPTE A COMPTE O/ PREMIUM MOTORS F/ COMPAGNIE FRANCAISE DE L'AFRIQUE OC - O/PREMIUM MOTORS F/CFAO MOTORS GABON/RGLMT FACTURE
;08/01/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;100.000.000,00;Virement;Validé;BGFI PM;;AUTO DESIGN BARAKA;;VIR.EMIS  AUTO DESIGN BARAKA
;08/01/2024;PREMIUM MOTORS;CFAO Comptoir Francais De L'Afrique Occidentale;80.000.000,00;Virement;Validé;BGFI PM;;CFAO Comptoir Francais De L'Afrique Occidentale;;VIR.EMIS  CFAO MOTORS GABON
;11/01/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;500.000.000,00;Virement;Validé;BGFI PM;;AUTO DESIGN BARAKA;;VIR.EMIS  AUTO DESIGN BARAKA
;16/01/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;70.000.000,00;Chèque;Validé;BGFI PM;;AUTO DESIGN BARAKA;;CHEQUE NO  8947741
;24/01/2024;PREMIUM MOTORS;;2.077.000,00;Chèque;Validé;AFG PM;;;;RETRAIT D'ESPECES PAR CHEQUE -- Cheque Num: 0000004
;25/01/2024;PREMIUM MOTORS;Nzalang services plus;515.000,00;Chèque;Validé;AFG PM;;Nzalang services plus;;RETRAIT D'ESPECES PAR CHEQUE -- Cheque Num: 0000003
;26/01/2024;PREMIUM MOTORS;2N High-Tech;1.189.275,00;Chèque;Validé;AFG PM;;2N High-Tech;;CHEQUE RECUS Num cheq: 0000007
;29/01/2024;PREMIUM MOTORS;Agence Gabonaise de Presse - AGP;14.000.000,00;Chèque;Validé;AFG PM;;Agence Gabonaise de Presse - AGP;;CHEQUE NUMERO Num cheq: 0000006
;30/01/2024;PREMIUM MOTORS;SANLAM ASSURANCE GABON;882.920,00;Chèque;Validé;AFG PM;;SANLAM ASSURANCE GABON;;CHEQUE RECUS Num cheq: 0000002
;31/01/2024;PREMIUM MOTORS;TOYOTA GABON;18.500.000,00;Virement;Validé;AFG PM;;TOYOTA GABON;;TRANSFERT COMPTE A COMPTE O/ PREMIUM MOTORS F/ SOCIETE TOYOTA GABON - O/PREMIUM MOTORS F/TOYOTA GABON/RGLMT FACTURE O/ PREMIUM MOTORSF/ SOCIETE TOYOTA GABON: O/PREMIUM MOTORS F/TOYOTA GABON/RGLMT FACTURE
;01/02/2024;PREMIUM MOTORS;TOTAL ENERGIES MARKETING GABON;1.000.000,00;Chèque;Validé;AFG PM;;TOTAL ENERGIES MARKETING GABON;;REMISE DE CHEQUE INTRA Num cheq: 0000005
;15/02/2024;PREMIUM MOTORS;SODIM TP;687.214,00;Chèque;Validé;AFG PM;;SODIM TP;;REMISE DE CHEQUE INTRA Num cheq: 0000014
;19/02/2024;PREMIUM MOTORS;TOYOTA GABON;1.547.000,00;Chèque;Validé;AFG PM;;TOYOTA GABON;;CHEQUE NUMERO Num cheq: 0000011
;15/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;80.000.000,00;Chèque;Validé;AFG PM;;AUTO DESIGN BARAKA;;REMISE DE CHEQUE INTRA Num cheq: 0000025
;15/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;80.000.000,00;Chèque;Validé;AFG PM;;AUTO DESIGN BARAKA;;REMISE DE CHEQUE INTRA Num cheq: 0000016
;15/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;80.000.000,00;Chèque;Validé;AFG PM;;AUTO DESIGN BARAKA;;REMISE DE CHEQUE INTRA Num cheq: 0000019
;15/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;80.000.000,00;Chèque;Validé;AFG PM;;AUTO DESIGN BARAKA;;REMISE DE CHEQUE INTRA Num cheq: 0000017
;15/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;80.000.000,00;Chèque;Validé;AFG PM;;AUTO DESIGN BARAKA;;REMISE DE CHEQUE INTRA Num cheq: 0000018
;18/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;150.000.000,00;Virement;Validé;AFG PM;;AUTO DESIGN BARAKA;;TRANSFERT COMPTE A COMPTE O/ PREMIUM MOTORS F/ AUTO DESIGN BARAKA - O/PREMIUM MOTORS F/AUTO DESIGN BARAKA/RGLMT FACTURE O/ PREMIUM MOTORSF/ AUTO DESIGN BARAKA: O/PREMIUM MOTORS F/AUTO DESIGN BARAKA/RGLMT FACTURE
;19/03/2024;PREMIUM MOTORS;TOYOTA GABON;298.000.000,00;Virement;Validé;AFG PM;;TOYOTA GABON;;TRANSFERT COMPTE A COMPTE O/ PREMIUM MOTORS F/ SOCIETE TOYOTA GABON - 
;19/03/2024;PREMIUM MOTORS;AXA ASSURANCES GABON;4.740.376,00;Chèque;Validé;AFG PM;;AXA ASSURANCES GABON;;ENCAISSEMENT DE CHEQUE NOS CAISSES --Cheque Num: 0000010
;20/03/2024;PREMIUM MOTORS;AXA ASSURANCES GABON;5.157.208,00;Chèque;Validé;AFG PM;;AXA ASSURANCES GABON;;REMISE DE CHEQUE INTRA Num cheq: 0000028
;21/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;65.000.000,00;Chèque;Validé;AFG PM;;AUTO DESIGN BARAKA;;REMISE DE CHEQUE INTRA Num cheq: 0000030
;21/03/2024;PREMIUM MOTORS;SODIM TP;210.000.000,00;Virement;Validé;AFG PM;;SODIM TP;;TRANSFERT COMPTE A COMPTE O/ PREMIUM MOTORS F/ SOCIETE SODIM TP - RGLMT FACTURE
;22/03/2024;PREMIUM MOTORS;SODIM TP;125.000.000,00;Virement;Validé;AFG PM;;SODIM TP;;TRANSFERT COMPTE A COMPTE O/ PREMIUM MOTORS F/ SOCIETE SODIM TP - O/PREMIUM MOTORS F/SODIM TP/RGLMT FOURNISSEUR
;25/03/2024;PREMIUM MOTORS;TOYOTA GABON;2.763.246,00;Chèque;Validé;AFG PM;;TOYOTA GABON;;CHEQUE RECUS Num cheq: 0000013
;25/03/2024;PREMIUM MOTORS;ASTRAL;3.000.000,00;Chèque;Validé;AFG PM;;ASTRAL;;REMISE DE CHEQUE INTRA Num cheq: 0000031
;25/03/2024;PREMIUM MOTORS;TOTAL ENERGIES MARKETING GABON;1.500.000,00;Chèque;Validé;AFG PM;;TOTAL ENERGIES MARKETING GABON;;REMISE DE CHEQUE INTRA Num cheq: 0000034
;25/03/2024;PREMIUM MOTORS;AXA ASSURANCES GABON;8.819.805,00;Chèque;Validé;AFG PM;;AXA ASSURANCES GABON;;REMISE DE CHEQUE INTRA Num cheq: 0000033
;25/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;50.000.000,00;Chèque;Validé;AFG PM;;AUTO DESIGN BARAKA;;RETRAIT D'ESPECES PAR CHEQUE -- Cheque Num: 0000037
;25/03/2024;PREMIUM MOTORS;AUTO DESIGN BARAKA;50.000.000,00;Chèque;Validé;BGFI PM;;AUTO DESIGN BARAKA;;RETRAIT CH 8947954 MR KAHIL H
